,country,year,swiid_market,swiid_mrkt_bott50,swiid_mrkt_top10,swiid_dsp,swiid_dsp_bott50,swiid_dsp_top10,gini_coeff,s80s20,palma,fin_lib,gfc,fin_dev_prcrdt,fin_dev_dep,gdp_per,trade,pop,infl,gdp_grth,agri,ind,nat_res,edu_exp,edu_prime,edu_sec,edu_ter,life_exp,net_barter,fdi,cap_for,gvt_cs,unemp,curcri,kaopen,civ_lib,exprty,trade_glob,legor_so,legor_ge,bank_prcrdt,all_prcrdt,bank_share_prcrdt,bank_asgdp,fin_dep,bank_share_dep,net_int,bank_roa,bank_roe,bank_con,ins_asset,life_ins,nonlife_ins,stock_mrkt,stock_trade,private_penfunds,mutual_funds,fdi_dollar,equity_dollar
64,Montenegro,2013,50.411,51.214,47.914,37.891,37.594,37.34,38.854,7.456,1.75,8.248,0,53.049,49.577,6202.504,102.771,621207,2.206,3.549,8.035,15.457,0.673,,,,56.995,76.49,,9.997,20.167,19.477,19.59,0,,2,0,81.538,0,1,52.733,52.733,100,59.306,49.577,100,4.803,-0.082,-0.651,58.251,,,,,,,,446456998.007,14168637.702
65,Montenegro,2014,50.662,51.453,48.535,37.628,37.206,37.486,37.312,6.728,1.597,7.785,0,51.386,51.342,6307.016,100.128,621810,-0.711,1.784,8.1,14.304,0.781,,,,59.462,76.441,,10.819,19.003,19.373,18.05,0,,2,0,87.653,0,1,51.246,51.246,100,58.509,51.342,100,4.391,0.734,5.258,55.553,,,,,,,,496993506.51,16163985.981
66,Montenegro,2015,50.974,51.749,48.459,37.172,36.759,37.141,37.11,6.792,1.579,7.592,0,49.801,54.395,6517.19,102.689,622159,1.549,3.39,8.061,14.353,0.731,,98.48,91.186,60.335,76.449,,17.26,20.147,19.196,17.55,0,,2,0,85.452,0,1,49.44,49.44,100,58.015,54.395,100,4.338,-0.39,-2.82,51.957,,,,,,,,699855695.332,10429716.018
67,Montenegro,2016,51.093,51.958,48.393,37.024,36.521,36.992,37.049,6.59,1.572,7.212,0,48.875,55.004,6707.847,103.673,622303,-0.271,2.949,7.468,15.655,0.838,,97.709,90.071,56.302,76.441,,5.179,24.745,19.612,17.73,0,,3,0,85.868,0,1,46.97,46.97,100,57.749,55.004,100,4.314,0.047,0.355,48.909,,,,,,,,226702405.905,16990886.77
68,Bosnia and Herzegovina,2000,,,,,,,32.086,4.259,1.255,6.7,0,37.369,5.545,2554.565,85.358,4179350,5.0,12.765,9.001,21.537,1.256,,,,15.81,74496.0,95.689,2.624,30.528,24.602,26.189,0,0.856,5,0,29.714,1,0,36.349,36.349,100,36.434,5.545,100,6.355,0.716,3.911,52.746,,0.169,1.78,,,,,146075610.877,
69,Bosnia and Herzegovina,2001,46.169,46.261,45.907,37.795,37.476,38.05,32.766,4.87,1.282,8.41,0,26.153,13.042,2606.751,86.036,4194932,3.2,2.423,9.121,20.938,1.321,,,,17.206,75.06,95.443,2.043,28.413,23.405,26.537,0,2.311,4,0,42.892,1,0,30.538,30.538,100,30.705,13.042,100,6.078,-1.886,3.343,56.884,,0.145,1.656,,,,,118495219.813,
70,Bosnia and Herzegovina,2002,46.405,46.59,45.943,38.213,37.927,38.416,33.793,5.204,1.342,8.41,0,30.335,19.875,2735.536,78.727,4198410,0.3,5.027,8.874,19.815,0.877,,,,17.409,74612.0,96.543,3.98,28.316,23.437,27.554,0,2.311,4,0,43.779,1,0,27.229,27.229,100,27.567,19.875,100,6.486,0.598,4.942,51.074,,0.138,1.788,,,,,267769568.957,
71,Bosnia and Herzegovina,2003,46.543,46.802,46.192,38.437,38.085,38.577,34.819,5.573,1.407,8.615,0,34.722,22.246,2851.274,80.569,4183757,0.5,3.867,8.105,19.82,0.824,,,,19.217,75782.0,97.455,4.492,27.154,22.799,28.371,0,1.109,4,0,43.901,1,0,32.045,32.045,100,32.412,22.246,100,6.014,1.201,9.595,53.819,,0.137,1.543,,,,,381784637.391,
72,Bosnia and Herzegovina,2004,46.547,46.731,46.463,38.774,38.526,38.469,35.846,5.984,1.476,8.455,0,36.886,27.797,3061.552,81.813,4142860,0.3,6.325,8.583,20.233,1.706,,,,21.41,76133.0,97.455,8.759,26.293,21.906,29.393,0,0.856,4,0,49.433,1,0,35.242,35.242,100,35.515,27.797,100,5.104,0.803,7.001,60.985,,0.175,1.426,,,,,889597294.549,
73,Bosnia and Herzegovina,2005,46.722,46.969,46.265,39.115,38.811,38.779,35.597,5.934,1.453,7.5,0,42.075,29.248,3218.595,84.355,4094297,3.6,3.897,8.297,21.433,1.83,,,,24.665,75.42,97.403,5.558,28.664,21.656,30.136,0,0.856,3,0,47.164,1,0,37.571,37.571,100,37.84,29.248,100,4.829,0.791,7.591,52.246,,0.175,1.473,14.533,,,,623812851.559,
74,Bosnia and Herzegovina,2006,46.722,47.08,45.967,39.161,38.745,38.704,35.348,5.884,1.431,7.52,0,42.556,33.492,3423.125,79.83,4058086,6.1,5.414,8.054,21.03,1.644,,,,27.672,76247.0,100.473,6.576,22.731,20.975,31.11,0,0.856,3,0,70.657,1,0,42.379,44.974,94,43.294,33.492,100,4.705,1.058,10.585,53.915,4.058,0.189,1.345,25.872,,,7.745,845962876.36,
75,Bosnia and Herzegovina,2007,46.843,47.0,45.993,39.29,38.726,38.594,35.099,5.835,1.408,7.515,1,49.276,36.413,3669.018,83.552,4007876,1.5,5.857,7.705,21.772,2.125,,110.146,81.036,31.39,76161.0,99.373,11.674,26.804,21.08,28.98,0,0.856,3,0,71.628,1,0,45.95,53.568,86,47.51,36.413,100,4.731,0.992,10.502,49.741,4.334,0.232,1.324,35.549,,,7.843,1841972230.252,0.0
76,Bosnia and Herzegovina,2008,46.658,46.881,46.104,39.185,38.768,38.732,35.093,5.84,1.409,7.515,1,53.121,36.702,3932.016,86.163,3943392,7.4,5.444,7.207,23.201,3.638,,107.445,85.068,34.592,76838.0,97.501,5.257,28.77,22.081,23.41,0,2.057,3,0,74.622,1,0,51.866,63.097,82,53.689,36.702,100,4.149,0.472,4.948,56.224,3.983,0.251,1.307,24.234,,,4.884,1004852659.853,0.0
77,Bosnia and Herzegovina,2009,46.668,47.018,45.817,39.34,38.853,38.878,35.088,5.846,1.409,7.45,0,52.8,38.107,3878.441,73.747,3877750,-0.4,-3.004,7.077,22.908,1.459,,108.245,86.345,36.372,76976.0,97.55,0.786,23.706,23.462,24.07,0,1.109,3,0,75.253,1,0,56.135,68.111,82,58.42,38.107,100,4.263,0.241,2.324,55.972,4.332,0.267,1.337,15.489,,,3.569,138511019.728,0.0
78,Bosnia and Herzegovina,2010,46.665,47.104,45.519,39.308,38.758,38.606,35.082,5.851,1.409,7.742,0,52.789,39.973,3980.443,80.968,3811088,2.1,0.866,6.797,22.454,2.722,,88.576,83.717,37.245,77073.0,99.016,2.584,20.76,23.127,27.31,0,1.109,3,0,76.241,1,0,54.867,64.907,85,57.687,39.973,100,4.433,-0.552,-4.867,49.144,4.26,0.286,1.364,15.592,,,3.59,443840207.093,0.0
79,Bosnia and Herzegovina,2011,46.72,47.147,45.39,39.298,38.686,38.468,35.077,5.856,1.409,7.805,0,53.131,43.191,4091.583,87.836,3743142,4.0,0.96,6.758,22.193,3.526,,88.97,84.514,39.776,77007.0,99.169,2.53,21.977,23.09,27.58,0,1.109,3,0,77.896,1,0,53.822,61.97,87,57.798,43.191,100,4.764,0.715,5.552,47.566,4.441,0.298,1.36,13.542,,,3.155,471610992.221,0.0
80,Bosnia and Herzegovina,2012,46.805,47.329,45.396,39.192,38.528,38.447,35.077,5.856,1.409,7.595,0,54.714,46.947,4133.904,88.145,3674374,2.1,-0.822,6.138,21.623,2.221,,89.023,85.376,41.876,77191.0,96.736,2.275,21.867,23.365,28.01,0,-0.219,3,0,77.309,1,0,54.148,61.391,88,59.68,46.947,100,4.733,0.84,5.967,44.648,4.758,0.312,1.367,,,,,391976946.375,56386.322
81,Bosnia and Herzegovina,2013,46.649,47.189,45.197,39.144,38.518,38.355,35.077,5.856,1.409,7.433,0,54.857,48.664,4297.494,87.931,3617559,-0.1,2.35,6.841,22.324,1.762,,88.871,84.73,47.263,76.33,96.09,1.723,21.024,22.826,27.49,0,-0.473,3,0,77.57,1,0,54.297,60.72,89,60.767,48.664,100,4.649,-0.134,-0.927,43.745,4.971,0.353,1.361,,,,2.895,313295008.332,-826829.069
82,Bosnia and Herzegovina,2014,46.751,47.255,45.236,39.107,38.456,38.319,35.077,5.856,1.409,7.382,0,54.661,51.178,4403.675,90.552,3571068,-0.9,1.154,5.951,22.156,1.236,,89.468,84.601,48.985,75659.0,96.267,2.936,22.894,22.861,27.52,0,-0.726,3,0,81.554,1,0,54.27,59.983,90,61.831,51.178,100,4.226,0.624,4.3,43.911,5.312,0.406,1.436,,,,2.96,544866345.457,-5702462.487
83,Bosnia and Herzegovina,2015,46.742,47.49,44.929,39.08,38.418,38.527,35.077,5.856,1.409,7.488,0,53.621,52.416,4654.61,88.292,3524324,-1.0,4.315,6.038,21.726,1.019,,91.17,83.07,48.623,76182.0,100.0,2.335,20.875,21.97,27.69,0,-0.98,3,0,76.134,1,0,52.975,58.155,91,61.478,52.416,100,4.188,0.15,3.786,44.617,5.456,0.42,1.447,,,,2.919,383089615.729,2244585.969
84,Bosnia and Herzegovina,2016,,,,,,,35.077,5.856,1.409,7.453,0,53.175,53.82,4865.352,88.244,3480986,-1.6,3.242,6.166,22.344,1.047,,90.998,82.961,48.668,76808.0,100.492,1.83,20.47,20.909,25.41,0,-1.234,3,0,74.985,1,0,52.055,56.797,92,60.583,53.82,100,3.79,0.626,4.366,38.971,5.616,0.436,1.531,,,,2.733,313198153.359,2647785.572
85,Croatia,2000,43.036,42.801,43.229,27.253,26.533,26.935,31.365,4.232,1.208,6.797,0,,32.401,8876.89,74.551,4468302,4.611,2.959,4.969,24.209,1.082,3.49,,,,72.808,99.805,4.587,19.917,22.178,16.06,0,-0.16,4,0,66.468,1,0,30.607,30.607,100,42.224,32.401,100,4.301,1.517,12.899,57.827,4.766,0.426,1.771,11.315,0.567,,0.737,1015069996.973,-89305.305
86,Croatia,2001,43.098,42.915,43.051,26.786,26.137,26.579,31.157,4.24,1.186,7.01,0,35.93,42.23,9512.227,79.407,4299642,3.777,3.112,4.964,23.809,1.008,3.49,101.514,94.775,36.374,74.513,98.588,4.495,20.414,20.142,15.82,0,-0.16,3,1,59.552,1,0,32.734,32.734,100,44.948,42.23,100,4.055,0.828,8.352,56.038,4.981,0.481,1.812,12.635,0.658,,1.296,1036758145.872,13087175.611
87,Croatia,2002,43.189,42.903,43.27,26.527,26.005,26.739,30.668,4.148,1.155,6.965,0,43.014,48.258,10060.201,81.118,4302174,1.672,5.823,4.842,22.913,0.769,3.49,100.782,95.022,39.162,74.717,97.257,3.665,22.127,19.928,15.05,0,-0.16,2,1,65.144,1,0,38.027,38.027,100,50.263,48.258,100,3.96,1.522,16.813,54.746,5.207,0.545,1.821,21.225,0.527,,1.723,980784304.813,33269581.047
88,Croatia,2003,43.24,43.166,43.225,26.305,25.851,26.291,30.179,4.059,1.124,7.297,0,45.079,48.381,10620.081,81.453,4303399,1.767,5.595,3.935,23.334,0.698,3.71,100.988,95.496,42.381,74.614,96.743,5.237,25.556,19.343,13.92,0,1.041,2,1,66.833,1,0,42.167,42.167,100,53.884,48.381,100,4.078,1.423,16.335,55.197,5.409,0.581,1.791,22.66,0.627,,1.671,1846434012.048,15004806.104
89,Croatia,2004,43.482,43.524,43.676,26.411,26.146,26.487,29.69,3.972,1.094,7.345,0,47.817,49.469,11061.195,81.581,4304600,2.055,4.183,4.416,24.138,0.663,3.69,,,44.076,75.52,97.456,3.14,25.423,19.425,13.66,0,1.041,2,0,76.972,1,0,44.811,44.811,100,55.86,49.469,100,3.681,1.365,16.226,57.214,5.69,0.626,1.781,21.335,0.887,,2.231,1314179917.333,176586181.835
90,Croatia,2005,43.653,43.761,43.815,26.402,25.99,26.983,30.678,4.101,1.163,7.478,0,51.882,50.697,11522.946,81.438,4310145,3.317,4.309,3.865,23.767,0.719,3.733,100.141,99.077,47.295,75.245,97.524,4.03,25.176,19.304,12.6,0,1.041,2,0,79.733,1,0,48.236,48.236,100,60.392,50.697,100,3.38,1.297,14.904,57.04,6.081,0.702,1.773,26.52,1.352,,3.808,1814728743.163,112880374.042
91,Croatia,2006,43.865,43.852,44.32,26.547,26.374,26.663,31.666,4.234,1.234,7.52,0,58.498,53.347,12086.807,83.58,4311159,3.19,4.918,3.982,23.43,0.926,3.777,99.385,99.035,48.598,75.837,98.544,6.756,26.327,19.22,11.13,0,1.041,2,0,78.105,1,0,53.329,53.329,100,66.285,53.347,100,3.617,1.315,13.597,54.72,6.622,0.735,1.795,41.903,2.63,,6.225,3346611893.329,408880789.817
92,Croatia,2007,44.285,44.214,44.953,27.041,26.849,27.154,32.655,4.373,1.308,7.682,1,61.509,56.974,12689.197,83.415,4310217,2.899,4.961,3.698,22.987,0.917,3.82,98.866,99.013,50.531,75.706,100.477,7.851,26.551,19.99,9.91,0,1.041,2,0,77.451,1,0,57.088,57.088,100,69.194,56.974,100,3.448,1.32,11.48,53.358,7.157,0.77,1.791,83.399,5.269,4375.483,10.388,4645807617.354,441791120.241
93,Croatia,2008,44.742,44.729,45.381,27.738,27.632,28.031,33.643,4.518,1.385,7.68,1,63.908,59.708,12944.755,82.238,4309705,6.077,2.002,3.888,22.809,1.101,4.22,97.903,98.999,52.351,75.912,99.132,7.681,27.908,19.615,8.53,0,1.041,2,0,78.043,1,0,61.149,61.149,100,74.171,59.708,100,3.493,1.292,9.892,54.247,7.358,0.732,1.805,74.806,5.75,4565.795,3.376,5249620116.029,-110046696.399
94,Croatia,2009,45.313,45.475,45.419,28.382,28.335,28.574,33.133,4.779,1.317,7.492,0,66.712,64.018,12026.205,70.13,4305181,2.379,-7.193,3.997,22.652,0.779,4.15,97.975,98.939,51.958,76.168,99.415,4.956,24.935,21.553,9.2,0,1.041,2,0,77.975,1,0,67.674,67.674,100,84.096,64.018,100,3.396,0.905,6.576,55.022,8.376,0.752,1.846,41.901,3.614,6018.075,4.163,3069599255.92,25346068.629
95,Croatia,2010,45.667,45.77,45.564,29.045,29.048,28.986,32.622,5.08,1.246,7.485,0,68.249,68.34,11906.006,72.983,4295427,1.031,-1.224,3.653,21.36,0.917,4.08,98.071,98.896,57.069,76.476,100.175,2.632,20.92,21.585,11.62,0,1.041,2,0,77.682,1,0,67.916,67.916,100,88.736,68.34,100,3.447,0.9,6.436,55.235,9.065,0.752,1.81,42.901,2.06,6840.219,4.693,1545050408.337,181792542.26
96,Croatia,2011,45.869,45.805,45.973,29.394,29.45,29.237,32.396,5.095,1.213,8.795,0,70.119,72.314,11936.836,78.14,4280622,2.273,-0.087,3.632,21.542,1.294,4.19,98.094,99.266,59.339,76.776,100.446,1.995,19.912,21.823,13.68,0,1.041,2,0,76.085,1,0,69.165,69.165,100,94.483,72.314,100,3.689,0.946,6.813,56.628,9.478,0.729,1.768,39.483,1.621,7394.599,4.029,1248979435.631,4047720.211
97,Croatia,2012,46.024,45.988,46.223,29.603,29.571,29.527,32.347,5.13,1.213,8.825,0,67.851,69.185,11694.199,79.464,4267558,3.412,-2.332,3.292,21.138,1.294,4.316,98.716,99.346,62.026,76.924,99.138,2.56,19.313,21.836,15.93,0,1.041,2,0,77.128,1,0,71.25,71.25,100,100.986,69.185,100,3.383,0.725,5.142,58.183,10.177,0.744,1.746,36.956,1.244,9353.051,4.362,1465100044.528,-149034469.468
98,Croatia,2013,46.245,46.124,46.315,29.591,29.609,29.008,32.491,5.15,1.219,8.575,0,69.584,64.158,11680.161,81.515,4255689,2.217,-0.398,3.453,20.625,1.108,4.443,98.294,100.909,66.059,77.127,98.335,1.627,19.377,21.69,17.25,0,1.041,2,0,80.89,1,0,70.418,70.418,100,100.501,64.158,100,3.236,0.143,1.208,58.868,10.272,0.766,1.733,37.083,0.96,10982.237,4.498,966014917.346,-58997824.959
99,Croatia,2014,46.197,46.169,46.023,29.642,29.701,29.237,32.033,4.94,1.198,8.632,0,68.113,63.787,11677.482,85.771,4238389,-0.215,-0.429,2.947,20.817,0.867,4.269,98.398,100.841,67.23,77.478,99.091,5.37,18.997,22.004,17.29,0,1.041,2,0,86.305,1,0,69.087,69.087,100,97.334,63.787,100,2.987,0.371,3.173,59.009,10.93,0.796,1.545,35.998,0.905,11156.831,4.645,3179819720.257,-45595765.861
100,Croatia,2015,46.287,46.161,46.502,29.411,29.583,29.031,32.107,4.886,1.209,8.778,0,64.554,63.778,12071.091,91.164,4203604,-0.464,2.522,2.967,20.596,0.698,4.095,98.731,100.706,66.244,77.276,100.0,0.069,19.27,21.282,16.18,0,1.041,2,0,87.951,1,0,65.755,65.755,100,93.841,63.778,100,2.892,-0.553,-3.46,67.681,11.006,0.866,1.45,35.734,0.847,11290.507,4.868,35177680.929,10689769.849
101,Croatia,2016,46.105,45.914,46.484,29.241,29.424,28.996,31.152,4.739,1.145,8.805,0,60.509,63.515,12588.353,92.631,4174349,-1.125,3.559,3.061,20.591,0.511,3.921,97.807,101.129,66.559,78.022,98.998,0.809,19.752,20.817,13.1,0,1.041,2,0,87.919,1,0,60.961,60.961,100,88.315,63.515,100,3.43,1.318,9.653,60.347,11.064,0.835,1.397,37.356,0.718,12428.181,6.09,423781033.377,12854396.206
102,Slovenia,2000,38.171,38.064,37.517,23.348,23.482,23.442,24.052,3.107,0.815,7.165,0,,40.303,16240.657,103.948,1988925,8.912,3.672,3.086,30.468,0.166,5.295,99.617,102.753,55.371,75.412,102.435,0.669,27.415,18.461,6.92,0,1.041,2,1,71.361,1,0,32.581,32.581,100,42.648,40.303,100,4.729,1.186,12.555,59.821,,0.776,2.008,13.356,3.301,,,135800000.0,25400000.0
103,Slovenia,2001,38.418,38.269,37.659,23.343,23.422,23.627,28.076,3.615,1.03,8.418,0,,45.546,16736.667,104.534,1992060,8.38,3.217,2.788,30.551,0.199,5.267,102.646,108.755,60.846,75.759,104.076,2.401,26.351,18.828,5.68,0,1.041,2,1,72.81,1,0,34.571,34.571,100,44.802,45.546,100,3.749,0.743,8.034,63.86,6.994,0.808,2.094,15.208,3.724,,,501200000.0,-2200000.0
104,Slovenia,2002,38.829,38.591,38.197,23.547,23.559,23.786,27.094,3.469,0.973,8.682,0,,49.513,17301.934,103.651,1994530,7.481,3.506,2.979,29.967,0.137,5.238,105.334,109.762,66.655,76.007,105.871,7.875,24.573,18.655,5.92,0,1.041,2,1,73.763,1,0,36.049,36.049,100,46.371,49.513,100,3.972,1.048,11.813,63.852,8.68,0.834,2.161,19.363,4.095,,,1849800000.0,10800000.0
105,Slovenia,2003,39.267,39.042,38.937,23.653,23.651,23.887,26.112,3.331,0.917,8.758,0,,49.715,17803.378,102.325,1995733,5.544,2.96,2.252,30.247,0.144,5.21,110.092,111.063,69.605,76.859,106.264,1.807,25.031,18.774,6.48,0,1.295,1,1,85.279,1,0,38.021,38.021,100,48.23,49.715,100,4.061,1.07,11.726,65.23,8.742,0.916,2.22,23.099,2.699,,,535600000.0,16000000.0
106,Slovenia,2004,39.552,39.473,39.407,23.504,23.534,23.701,25.129,3.2,0.864,9.325,0,0.186,49.788,18567.562,111.557,1997012,3.593,4.359,2.43,30.255,0.234,5.26,96.684,98.897,73.349,77.207,104.946,2.217,26.016,18.825,6.01,0,1.549,1,1,88.828,1,0,42.498,42.498,100,53.131,49.788,100,3.014,1.059,11.302,59.345,9.418,1.086,2.32,25.295,1.907,,,763100000.0,-13100000.0
107,Slovenia,2005,39.982,39.902,40.069,23.757,23.847,23.772,24.147,3.075,0.813,9.078,0,52.289,45.594,19239.4,120.263,2000474,2.452,3.798,2.425,29.79,0.184,5.21,98.21,98.431,81.273,77.612,101.725,2.681,26.593,18.908,6.51,0,1.803,1,0,89.41,1,0,47.244,47.244,100,58.478,45.594,100,2.641,0.852,9.601,55.498,10.562,1.172,2.396,24.272,1.725,,,970800000.0,97800000.0
108,Slovenia,2006,39.952,39.99,40.06,23.768,23.814,23.488,24.021,3.077,0.809,9.105,0,60.01,46.018,20280.152,129.788,2006868,2.458,5.746,2.119,30.122,0.212,5.15,100.249,97.232,85.274,78.087,101.62,1.753,27.746,18.653,5.95,0,2.057,1,0,85.32,1,0,54.127,54.127,100,64.775,46.018,100,2.543,0.992,11.934,55.561,11.659,1.306,2.363,29.203,1.937,,6.297,692021551.719,196722317.115
109,Slovenia,2007,40.105,40.211,40.282,23.441,23.479,23.273,23.895,3.08,0.806,9.222,1,71.061,45.682,21574.753,137.127,2018122,3.657,6.98,2.048,30.654,0.231,4.85,96.438,99.236,87.265,78.561,100.675,3.921,28.651,17.454,4.82,0,2.311,1,0,86.023,1,0,61.943,61.943,100,70.253,45.682,100,2.555,1.145,14.088,57.21,12.973,1.746,2.3,46.752,4.189,1822.845,8.788,1884506372.675,274516700.643
110,Slovenia,2008,40.172,40.408,40.628,23.545,23.58,23.508,23.77,3.083,0.802,9.22,1,76.403,47.024,22296.705,134.732,2021316,5.647,3.51,1.828,29.788,0.393,4.76,97.106,99.934,88.599,78.766,98.968,1.938,29.443,18.16,4.37,0,2.057,1,0,84.835,1,0,72.001,72.001,100,78.499,47.024,100,2.391,0.596,7.187,53.993,12.104,1.693,2.314,39.137,4.119,2005.615,3.721,1080741791.922,-271318135.182
111,Slovenia,2009,40.815,40.978,41.693,24.287,24.43,24.035,24.408,3.208,0.825,8.835,0,83.074,50.494,20428.17,113.122,2039669,0.839,-7.548,1.816,27.374,0.206,5.22,97.708,98.968,87.965,78.971,102.928,-0.686,24.131,20.158,5.86,0,1.803,1,1,86.003,1,0,82.005,82.005,100,90.658,50.494,100,2.192,0.285,3.415,54.688,14.041,1.719,2.538,23.302,2.315,2581.966,5.182,-346971372.901,23300121.609
112,Slovenia,2010,41.411,41.582,41.799,24.873,24.888,24.868,25.046,3.342,0.848,8.525,0,85.056,51.368,20612.59,127.491,2048583,1.801,1.344,1.894,26.506,0.301,5.26,98.061,98.538,90.251,79.422,99.669,0.662,21.082,20.42,7.24,0,1.549,1,1,86.946,1,0,84.508,84.508,100,95.332,51.368,100,2.2,-0.224,-2.72,53.805,14.945,1.81,2.544,21.976,1.54,2828.465,5.529,319143932.575,169921421.578
113,Slovenia,2011,41.78,41.853,41.986,25.046,25.043,25.232,25.684,3.486,0.873,8.622,0,81.847,51.888,20746.988,139.278,2052843,1.803,0.861,2.143,26.809,0.36,5.24,97.986,98.478,87.189,79.971,98.236,1.698,19.944,20.563,8.17,0,1.295,1,1,85.848,1,0,83.238,83.238,100,95.22,51.888,100,2.234,-1.032,-12.585,53.258,15.362,1.625,2.498,15.889,0.997,2881.878,4.424,875946337.676,228072484.067
114,Slovenia,2012,42.54,42.69,42.46,25.662,25.691,25.816,27.331,3.662,0.959,8.628,0,79.272,53.442,20157.005,142.384,2057159,2.597,-2.639,1.964,27.395,0.253,5.36,98.214,98.114,89.022,80.124,97.554,0.072,19.032,20.355,8.84,0,1.041,1,0,84.859,1,0,82.317,82.317,100,97.0,53.442,100,2.08,-1.917,-23.355,51.488,16.8,1.655,2.459,13.351,0.948,2995.434,5.088,33537889.492,148169759.638
115,Slovenia,2013,42.567,42.69,42.763,25.459,25.488,25.739,27.04,3.627,0.944,7.977,0,65.346,52.622,19922.474,143.756,2059953,1.769,-1.029,1.971,27.489,0.206,4.821,98.601,110.559,87.857,80.322,98.342,0.215,19.634,19.641,10.1,0,1.041,1,0,84.66,1,0,72.977,72.977,100,90.753,52.622,100,1.851,-10.472,-117.673,51.43,16.946,1.526,2.336,14.446,0.863,3209.139,5.177,104022716.629,164937448.869
116,Slovenia,2014,42.491,42.601,42.397,25.289,25.384,25.511,26.748,3.592,0.928,8.362,0,54.501,52.199,20453.833,145.55,2061980,0.199,2.768,2.017,28.137,0.265,4.668,98.587,110.183,84.378,81.078,98.871,2.039,19.108,18.888,9.67,0,1.041,1,1,90.398,1,0,59.181,59.181,100,79.297,52.199,100,2.3,-0.261,-2.44,52.501,17.497,1.42,2.223,14.733,1.155,3109.832,5.107,1019380613.497,122812305.008
117,Slovenia,2015,42.36,42.453,42.296,25.352,25.521,25.245,26.457,3.558,0.913,8.548,0,49.879,53.393,20890.166,146.296,2063531,-0.526,2.21,2.097,28.027,0.264,4.652,98.382,109.655,82.2,80.776,100.0,4.014,18.655,18.823,8.96,0,1.041,1,0,89.139,1,0,51.331,51.331,100,71.48,53.393,100,2.233,0.385,3.078,56.283,17.061,1.457,2.142,14.296,1.136,2926.674,5.681,1730147099.282,58310936.044
118,Slovenia,2016,41.604,41.81,41.263,24.834,25.101,24.388,26.192,3.48,0.906,8.575,0,46.641,54.675,21541.176,146.658,2065042,-0.055,3.192,1.98,27.966,0.261,4.29,97.982,115.217,79.475,81.176,100.229,3.231,17.379,19.036,8.0,0,1.041,1,0,89.098,1,0,47.353,47.353,100,65.415,54.675,100,2.074,1.008,7.666,59.698,17.111,1.425,2.157,12.631,0.749,2963.009,5.651,1446274234.685,52443733.917
119,Bulgaria,2000,43.235,42.369,42.328,31.975,31.668,31.474,30.775,4.429,1.149,6.908,0,,20.635,3721.051,77.746,8170172,10.316,4.587,10.97,22.678,0.682,3.207,104.705,79.876,42.34,71.663,86.652,7.561,16.731,19.785,16.22,0,-0.98,3,0,60.468,1,0,11.131,11.131,100,15.325,20.635,100,5.547,3.632,18.283,66.342,2.189,0.138,1.176,0.821,0.035,,0.038,1001503842.0,4886905.061
120,Bulgaria,2001,43.498,42.825,42.314,32.354,32.129,31.977,31.357,4.578,1.185,8.067,0,14.448,23.5,3941.009,79.081,8009142,7.361,3.824,10.603,23.981,0.714,3.31,105.339,80.944,41.041,71.768,83.657,5.732,19.266,19.368,19.92,0,-1.234,3,0,61.959,1,0,12.575,12.575,100,16.57,23.5,100,5.034,1.843,10.959,60.101,2.23,0.265,1.205,0.737,0.257,,0.034,812942201.973,-8603380.757
121,Bulgaria,2002,43.828,43.128,43.106,32.566,32.243,32.509,34.146,5.039,1.373,8.062,0,18.923,26.739,4263.983,75.27,7837161,5.81,5.872,9.711,24.005,0.46,3.19,109.647,83.982,41.429,71.866,84.274,5.515,18.977,19.178,18.11,0,-1.234,3,0,62.217,1,0,16.009,16.009,100,20.97,26.739,100,5.359,2.253,15.683,52.444,2.38,0.419,1.331,2.468,0.729,,0.038,904659791.088,-22927656.084
122,Bulgaria,2003,44.113,43.465,43.465,32.668,32.313,32.607,32.216,4.666,1.239,8.522,0,26.095,28.376,4522.98,79.014,7775327,2.349,5.237,9.096,24.319,0.431,3.81,111.694,88.119,42.854,72.066,84.772,9.916,19.805,20.111,13.73,0,-0.98,2,0,62.992,1,0,21.229,21.229,100,26.662,28.376,100,5.175,2.32,17.063,52.233,2.186,0.184,1.574,6.1,0.738,,0.049,2096788700.056,-23193285.951
123,Bulgaria,2004,44.194,43.722,42.902,32.863,32.561,33.332,32.166,4.735,1.229,8.518,0,33.4,31.87,4853.945,93.064,7716860,6.147,6.51,8.452,23.133,1.137,2.22,111.751,90.534,43.694,72.563,85.403,11.746,20.951,19.362,12.04,0,-0.726,2,0,67.387,1,0,28.511,28.511,100,33.748,31.87,100,5.878,2.19,18.867,44.259,2.298,0.225,1.739,9.075,1.115,,0.136,3072550961.816,21503762.14
124,Bulgaria,2005,44.348,43.81,43.414,33.118,32.837,33.681,32.116,4.806,1.219,8.742,0,39.37,36.489,5235.732,99.714,7658972,5.039,7.056,7.284,24.232,0.982,3.81,110.92,91.367,46.225,72.561,86.477,13.72,25.665,18.154,10.08,0,-0.473,2,0,64.0,1,0,34.706,34.706,100,40.012,36.489,100,5.203,1.865,17.828,37.418,2.607,0.29,1.906,13.158,2.069,,0.202,4098122930.779,449034874.575
